type,posts
ISFP,"['INFJ', 'ENTP', 'ISTP', 'INFP', 'INFJ', 'INFP', 'INFP', 'INTJ', 'INTP', 'INFP', 'ENFP', 'INFP', 'INTP', 'ENFP', 'INFP', 'INTP', 'INTP', 'INTP', 'INFJ', 'INFP', 'INFP', 'INFP', 'INTP', 'INTP', 'INTP', 'INTP', 'INTP', 'INFP', 'ENFP', 'ENTP']"
INTJ,"['INFJ', 'INTP', 'INTJ', 'INFJ', 'INFJ', 'INFJ', 'INFJ', 'INTJ', 'INFJ', 'INTP', 'INTP', 'INFP', 'INFJ', 'INFP', 'INTP', 'ISTP', 'INTP', 'INTP', 'INTP', 'INTJ', 'INTP', 'INFP', 'INTP', 'INFJ', 'INFP', 'INTP', 'INFP', 'ENTJ', 'INTP', 'INFP', 'INFP', 'INFP', 'INTJ', 'INTP', 'ENFP', 'INTP']"
ISTP,"['INFP', 'INFJ', 'INTJ', 'INTJ', 'ENTP', 'INFJ', 'INTP', 'ISFJ', 'ENFP', 'INTP', 'INTP', 'INFP', 'INFJ', 'INFP', 'INTJ', 'INFJ', 'INFP', 'INFP', 'ISTP', 'INTP', 'INTP', 'INTP', 'ENFP', 'ENTP', 'INFJ', 'INFJ', 'INFJ', 'INTP', 'ENFP', 'INFJ', 'INTP', 'INTJ', 'ENFP', 'ENTP', 'ISTJ', 'ISTP', 'ENFP', 'INTJ', 'INTP', 'ISTP', 'INFP', 'ENFP', 'INTP', 'ENTP', 'INTP', 'INFP', 'ENFP', 'ISTP']"
ENFP,"['ENFP', 'ENFP', 'INTP', 'INFP', 'ENFP', 'ISTP', 'INFP', 'INFP', 'INFP', 'INTP', 'INTP', 'INTP', 'INFJ', 'ENFP', 'ENFP', 'INTP', 'ENFP', 'INFJ', 'INFJ', 'INFJ', 'ENFP', 'INTP', 'INFP', 'INFP', 'INFP', 'ISTP', 'INFP', 'INFP', 'INFP', 'INFP', 'ENFP', 'INTP', 'INTP', 'INTP', 'ENTP', 'INTP', 'ENFP', 'INFP', 'INTP', 'INFP', 'ENFP', 'ENFP', 'INFP', 'ENFP', 'INFP', 'INFJ', 'ENFP', 'INTP']"
INTJ,"['INTJ', 'ENTJ', 'INTJ', 'INFP', 'INTJ', 'INTJ', 'INTJ', 'INTJ', 'ISFJ', 'INFP', 'INFJ', 'INFJ', 'INFJ', 'INTP', 'INTP', 'ENFP', 'INTP', 'ENFJ', 'INTJ', 'INTP', 'INFP', 'ENFP', 'INTJ', 'INTP', 'INTJ', 'INTJ', 'INTP', 'INTP', 'INFP', 'INTJ', 'ISFJ', 'ISTP', 'INFP', 'ISFJ', 'ISFJ', 'INTJ', 'INTP', 'ISTP', 'ISTP', 'ENFP', 'INTJ', 'INFP', 'ENFP', 'ENFP', 'INTP', 'ENFP', 'INTP', 'ISTP', 'INTJ']"
INFJ,"['INFP', 'INTP', 'INFP', 'INTP', 'INFJ', 'INTP', 'INFP', 'ISTP', 'INFP', 'INFP', 'INFJ', 'INFJ', 'INTP', 'INTP', 'INTP', 'ENFP', 'INFP', 'INTP', 'ISFJ', 'INFJ', 'INFJ', 'INFP', 'INFP', 'INFP', 'ISTP', 'INFP', 'INTP', 'INFP', 'INFP', 'INFP', 'INFP', 'INFP']"
INFJ,"['INFJ', 'INTJ', 'ENFP', 'INFP', 'ISTP', 'INFP', 'ENTP', 'INFP', 'INFP', 'INFJ', 'INFP', 'INTP', 'INFP', 'INTP', 'ENFP', 'ENFP', 'INFJ', 'ENFP', 'ISTP', 'INFJ', 'INFJ', 'INTJ', 'ISFJ', 'ISTP', 'INFP', 'INTP', 'ENTP', 'INFP', 'INFP', 'INTJ', 'INFP', 'ENFP', 'INFJ', 'ENTP', 'INFP', 'INTJ', 'INFP', 'INTP', 'INTJ', 'INTP', 'INFJ', 'INFJ', 'ENFP', 'INTP', 'ENFP', 'ISFP', 'INTP', 'ISTJ', 'INFP', 'INTJ']"
INTJ,"['INFJ', 'INFJ', 'INTJ', 'ENFP', 'INFJ', 'ISFP', 'INTP', 'INTP', 'INTJ', 'INFJ', 'INTP', 'INFP', 'INTP', 'INFP', 'ENFP', 'INTP', 'INTP', 'INFJ', 'INTJ', 'ISTP', 'INTJ', 'INFP', 'ENFP', 'ENFP', 'INTJ', 'ISFJ', 'ENFP', 'INFP', 'INTJ', 'INFJ', 'INFP', 'ENFP', 'INFP', 'INTP', 'ENFP', 'ENFP', 'INTJ', 'INFJ', 'INFP', 'INFP', 'INFJ', 'INTP', 'ENFP', 'INTP', 'INTP', 'INFJ', 'INFJ', 'INFJ', 'ENTP']"
ENFP,"['ISTP', 'INTP', 'ENFP', 'INFP', 'ENFP', 'ENTP', 'ISTP', 'ENFP', 'ENFP', 'INTP', 'ENFP', 'ISTP', 'INTP', 'ENFP', 'INTP', 'ISTP', 'ISTP', 'ISTP', 'INFJ', 'ENFP', 'INTJ', 'ISFP', 'ENFP', 'INTP', 'INFJ', 'ENTP', 'ENTP', 'INTJ', 'ENFP', 'ISTJ', 'INTJ', 'INTP', 'ENTP', 'ENFP', 'INTP', 'ENFP', 'INFJ', 'ENTP', 'INFJ', 'INFJ', 'INFP', 'INFJ', 'INTJ', 'ENFP', 'INFP', 'INFJ', 'ISTP', 'ENTP', 'INFJ']"
ISTP,"['INTP', 'ENFP', 'INTJ', 'INFP', 'ISTP', 'INTP', 'INFJ', 'ISTP', 'INTJ', 'ISTP', 'INFP', 'INFJ', 'INTP', 'ENFP', 'ENTP', 'INFJ', 'ISFJ', 'INTP', 'ISTP', 'INTP', 'INFJ', 'INTP', 'ENFP', 'ENFP', 'INFJ', 'INTP', 'ENFJ', 'INTP', 'INTJ', 'ENTP', 'INTJ', 'INTJ', 'ENFP', 'ENFP', 'INTJ', 'INTP', 'INTP', 'ISFJ', 'ENTP', 'INTJ', 'ENFP', 'INFJ', 'ENFP', 'INTP', 'ENFP', 'INTP', 'ISTP', 'INTJ']"
ENTP,"['INTP', 'ENFP', 'ENFP', 'ENFP', 'ESTP', 'ENTP', 'ISTP', 'ENFP', 'INTP', 'ENFP', 'INTP', 'ENFP', 'INTJ', 'ISTP', 'ISTP', 'INFP', 'ISFP', 'ISTP', 'INTP', 'INTP', 'INTP', 'INTP', 'INTP', 'ENFP', 'INFJ', 'ISTP', 'ISTP', 'ENTP', 'ENFP', 'ENTP', 'ISTP', 'INTJ', 'INTP']"
INFP,"['INTJ', 'INFP', 'ENTP', 'INFP', 'INFJ', 'INFP', 'ISTP', 'ENFP', 'ENFP', 'ENTP', 'INTP', 'ENFP', 'ISTP', 'INTP', 'ENFP', 'INTP', 'ENTP', 'ISTP', 'ENTP', 'ISTP', 'ENFP', 'ISTJ', 'ENTP', 'ISTP', 'ENFP', 'INFP', 'ENFP', 'ISFP', 'ENFP', 'INTP', 'ENFP', 'ENFP', 'INFP', 'INTP', 'ENTP', 'ENFP', 'INTP', 'INFJ', 'INFP', 'ENTP', 'ENFP', 'ENFP', 'ENFP', 'ENFP', 'ISTP', 'ISTP', 'INTP', 'ISTP', 'INTP', 'INFP']"
INFP,"['INTP', 'ENFP', 'ENFP', 'INFP', 'ISTP', 'ENFP', 'INTP', 'ENFP', 'INFP', 'ENFP', 'INFJ', 'INTP', 'ENFP', 'INTJ', 'INTJ', 'INFP', 'INFP', 'INTJ', 'INTP', 'INFP', 'INFP', 'ENFP', 'INTP', 'ISFJ', 'INFP', 'INTJ', 'INTP', 'INTP', 'INTP', 'INTJ', 'INTJ', 'ISTP', 'ISFP', 'INTP', 'ISTP', 'INFJ', 'INFJ', 'ISTP', 'INFP', 'INFP', 'ENTP', 'INFP', 'ISFJ']"
INTJ,"['ENFP', 'INFJ', 'INTP', 'INTP', 'INFP', 'INFJ', 'ENFP', 'ENFP', 'ENTP', 'ISFP', 'INFP', 'INFP', 'INTP', 'INFP', 'INFP', 'INFP', 'ENFP', 'INFP', 'INFP', 'ENFP', 'INFJ', 'ENFP', 'ISTJ', 'ENFP', 'ENFP', 'INFP', 'INTP', 'INFP', 'ENFP', 'ENFP', 'ENTP', 'INFP', 'ENFP', 'ENFP', 'INFP', 'INFP', 'INFP', 'ISTP', 'ENFP', 'INTP', 'INTP', 'ENFP', 'INFP', 'ISFJ', 'ENFP', 'INFP', 'INTP', 'INFP']"
INTP,"['INFJ', 'ENFP', 'INTJ', 'ENFP', 'INTP', 'INFP', 'INFJ', 'ENFP', 'ISTJ', 'ISFP', 'ENTP', 'INFJ', 'INFP', 'INFP', 'INTP', 'INTP', 'ISTJ', 'INTP', 'INFJ', 'INFJ', 'INTJ', 'INTJ', 'INTP', 'ENTP', 'ISTP', 'INFP', 'INFP', 'INTP', 'ENTP', 'ENFP', 'INFP', 'INTJ', 'ENFP', 'INTP', 'ISTP', 'ENTP', 'INTJ', 'INTJ', 'ENFP', 'INFJ', 'INFP', 'ISFP', 'INTP', 'ENTP', 'ENTP', 'INFP', 'ENTP', 'INFJ', 'ISTP']"
ESTP,"['ISTP', 'INTJ', 'ENTJ', 'INTJ', 'INTP', 'INFP', 'ISFJ', 'INFP', 'INFP', 'INTP', 'INFP', 'INTP', 'ENTJ', 'INTP', 'INTP', 'INTP', 'INTJ', 'INFP', 'ENTP', 'INTP', 'INTP', 'INTJ', 'ENTJ', 'INFP', 'INTJ', 'INFJ', 'INFJ', 'INTP', 'INTP', 'INTJ', 'INTP', 'ENFP', 'INTJ', 'INTP', 'INTP', 'INFP', 'INTP', 'ENTP', 'INFP', 'INTP', 'ENFP', 'ENFP', 'INFP', 'ISFP', 'INTJ', 'INTP', 'INTP']"
INFJ,"['INFP', 'INFP', 'INFJ', 'INFJ', 'INTJ', 'INTP', 'ISTP', 'ISTP', 'INFP', 'INFP', 'INFJ', 'ENFP', 'INTJ', 'INTJ', 'INTP', 'ENFP', 'ENFP', 'INFP', 'ENFP', 'ENFP', 'ENFP', 'INFJ', 'INTJ', 'ENFP', 'INFJ', 'INFJ', 'INFP', 'INFP', 'ISFP', 'ISTP', 'INTP', 'INFP', 'ENFP', 'ENFP', 'ENFP', 'ENTP', 'ENFP', 'INFP', 'INFP', 'INFP', 'ISTP', 'INFP', 'ENFP', 'INFJ', 'INFP', 'INFJ', 'INTP', 'INFP', 'ENTP', 'INTP']"
ENFP,"['ENFP', 'INFP', 'INTP', 'ENTP', 'ISTP', 'ISTJ', 'INFP', 'ENFP', 'ENFP', 'INTP', 'ENTP', 'ISTP', 'INTP', 'INFP', 'ENFP', 'ENFP', 'ENFP', 'ENFP', 'INFJ', 'ENFP', 'INTP', 'ENFP', 'ENFP', 'ISTP', 'ENFP', 'INFJ', 'INTJ', 'ISTP', 'ISTP', 'ISTP', 'INFJ', 'INTJ', 'ENFP', 'INFJ', 'ENTP', 'INTJ', 'INFJ', 'INFP', 'ISTP', 'INFP', 'INFP', 'ENFP']"
INTP,"['ENTP', 'INTP', 'INFJ', 'INFP', 'INTP', 'INTP', 'ENTP', 'ENTP', 'INTP', 'INFP', 'INFP', 'INTP', 'INTJ', 'INTP', 'ENFP', 'ENFP', 'INTP', 'ENTP', 'INFP', 'INTP', 'INTP', 'INFP', 'ISTP', 'INTP', 'INTP', 'INFJ', 'ISTP', 'INTP', 'ENTP', 'INTJ', 'INTP', 'INTP', 'INTP', 'INFP', 'INFP', 'INTP', 'INTP', 'INTP', 'INFP', 'INTP', 'INTP', 'INFJ', 'INFJ', 'ENTJ', 'INTP', 'INTP', 'INTP', 'INTJ', 'INTP', 'INTJ']"
ENTP,"['INFP', 'ENTP', 'INTJ', 'INFJ', 'INFP', 'INTP', 'INTP', 'INFP', 'ENFP', 'INTJ', 'ENFP', 'INTJ', 'ENTP', 'ENTP', 'ENFP', 'INFP', 'ENTP', 'INFP', 'ISTP', 'ENFP', 'INTP', 'INFP', 'ISTP', 'ENTP', 'INTJ', 'INFP', 'INFP', 'INFJ', 'ENTP', 'INFP', 'INTP', 'ENFP', 'INTJ', 'ENFP', 'INFP', 'ENTP', 'ENTP']"
ENTP,"['INTP', 'INTJ', 'ENFP', 'INTJ', 'INFJ', 'INFJ', 'INFJ', 'INFJ', 'ISTP', 'ENFP', 'ENFP', 'INFP', 'ENFP', 'INFP', 'ENTP', 'ENTP', 'ISTP', 'INTP', 'INTP', 'INTJ', 'INFP', 'INFJ', 'INFP', 'ENFP', 'INFP', 'ENFP', 'INTP', 'ISTP', 'ENFP', 'INFP', 'INFJ', 'ISFP', 'ISTP', 'INFP', 'INFP', 'INTJ', 'INTP', 'INFP', 'ENFP', 'INFP', 'ENFP', 'INTP', 'ENFP', 'INFJ', 'ENFP', 'ENTP', 'ENFP', 'ENFP', 'INTP']"
INTJ,"['INTJ', 'ISFJ', 'INTP', 'ENFP', 'INFJ', 'INFJ', 'INFJ', 'INFP', 'INFP', 'INTP', 'ISTP', 'INFP', 'ENFP', 'ISFJ', 'ENFP', 'INFJ', 'INFP', 'INTP', 'ENFP', 'INFP', 'ENFP', 'INFJ', 'INFJ', 'INFP', 'ISTP', 'INFP', 'ISTP', 'ISTJ', 'ISFP', 'INFJ', 'INFP', 'INTP', 'ENTP', 'INFP', 'ENFP', 'ISTP', 'INTJ', 'INTJ', 'ENFJ', 'INTJ', 'ENFP', 'ENTP', 'ISTP', 'INTP', 'ISTP', 'ENFP', 'INTJ', 'ENFP', 'INFJ']"
INFJ,"['INFP', 'INTP', 'INFJ', 'INTP', 'INTP', 'INFJ', 'ENFP', 'INFJ', 'INFJ', 'INFJ', 'ENFP', 'INFP', 'INFP', 'INFP', 'INTP', 'INTP', 'INTP', 'INFJ', 'ENFP', 'INFP', 'ENFP', 'ENFP', 'INFP', 'INFP', 'INFJ', 'INTP', 'INFJ', 'INTJ', 'ISTP', 'INTJ', 'INFP', 'ENFP', 'INFP', 'ENFP', 'INFP', 'ENFP', 'ISTP', 'ENFP', 'INTP', 'INFJ', 'INTP', 'ENFP', 'ISTJ', 'INFP', 'INFP', 'INFJ', 'INFP']"
INFJ,"['INFP', 'INTP', 'INTP', 'INFP', 'INFP', 'INTP', 'ISTP', 'INFJ', 'ISTP', 'ENFP', 'ISFP', 'INTP', 'INTJ', 'ISTP', 'INFJ', 'ENTP', 'INFP', 'INFJ', 'INFJ', 'INTJ', 'INFJ', 'INFJ', 'INFP', 'INTP', 'INFJ', 'INFJ', 'ENFP', 'INTP', 'ISTP', 'INFJ', 'INFJ', 'ENTP', 'ENFP', 'INTP', 'INTP', 'ENTJ', 'INTP', 'ENFP', 'INTJ', 'INTP', 'INFP', 'INFJ', 'ISTP', 'INFJ', 'ISTP', 'INFJ', 'INFP', 'INFJ']"
ISTP,"['ENTP', 'ISTP', 'ENFP', 'ISTP', 'INFP', 'ISTP', 'INTP', 'INFP', 'ISTP', 'INFP', 'INFP', 'INTP', 'INFP', 'ISTP', 'INTP', 'INTJ', 'INTP', 'ENTP', 'ISTP', 'INFJ', 'ISTP', 'INTP', 'ISTP', 'INTP', 'INFP', 'ISTP', 'INTP', 'INFP', 'ENFP', 'INTP', 'INFJ', 'ISTP', 'INTP', 'INFJ', 'ISTP', 'INFJ', 'INTJ']"
INFP,"['ENTP', 'INTP', 'ISTP', 'INTP', 'INTP', 'ENFP', 'INTJ', 'INFP', 'ENFP', 'ENTP', 'ENTP', 'INFP', 'INFP', 'ENTP', 'INFP', 'INFJ', 'INTJ', 'INFJ', 'INFJ', 'INFJ', 'ENFP', 'INFJ', 'INTJ', 'INFP', 'INTP', 'INTP', 'INFP', 'ENFJ', 'ISTP', 'INFP', 'INTP', 'INFP', 'ENFP', 'ISTP', 'ENFP', 'ENFP', 'ENFP', 'INFJ', 'INFJ', 'INTJ', 'INTP', 'INTP', 'ENFP', 'ENFP', 'INTP']"
INTP,"['ISTP', 'INFP', 'INFP', 'INTP', 'ENFP', 'ISTP', 'INFP', 'INFP', 'INFP', 'INTP', 'INFP', 'INTP', 'INFP', 'INFP', 'INFP', 'INFP', 'INFP', 'INFJ', 'INFP', 'INTP', 'ENFP', 'INFP', 'INTP', 'INTP', 'INTP', 'ISTP', 'INFJ', 'ENFP', 'ISFJ', 'ENFP', 'INFP', 'INFP', 'ENFP', 'ISTP', 'INFP', 'INFJ', 'INFJ', 'ENTP', 'ENFP', 'INTP', 'INTP', 'ENFP', 'INFP', 'INFJ', 'INFP', 'INTP', 'ENTP', 'INFJ']"
INFJ,"['ENFP', 'ENFP', 'ENTP', 'INFJ', 'ENFP', 'ISTP', 'INTP', 'INTP', 'INTP', 'INFP', 'INTP', 'INFJ', 'INTP', 'ISTP', 'INFJ', 'INTP', 'INFJ', 'INFJ', 'INTJ', 'INTP', 'ENTP', 'INTP', 'INTJ', 'INFP', 'ISTP', 'INTP', 'INTJ', 'INTP', 'INTP', 'INFJ', 'INFP', 'INTP', 'ENFP', 'INFJ', 'INFJ', 'ENFP', 'INTP', 'INTP', 'INFJ', 'ENFP', 'INFJ', 'INTP', 'INTP', 'INFJ', 'INTP']"
INFJ,"['INTJ', 'INFJ', 'INFJ', 'INFJ', 'INTP', 'INFJ', 'ENFP', 'INFP', 'ISFP', 'ENFP', 'ENTP', 'INFP', 'ISFJ', 'INTJ', 'INTP', 'INFJ', 'INFJ', 'ENFP', 'INFP', 'INTP', 'INTJ', 'INFJ', 'ENFP', 'ISTP', 'INTJ', 'ENFP', 'INFP', 'INFP', 'INTJ', 'INFP', 'ENFP', 'ISTP', 'INTP', 'ENFP', 'ENFP', 'INFP', 'INFP', 'INFP', 'INTP']"
INTJ,"['INTP', 'ENTP', 'ENTP', 'INTP', 'INTJ', 'ENFP', 'INFJ', 'INTP', 'INTP', 'ISTP', 'INTP', 'INTJ', 'INTP', 'INTJ', 'INTJ', 'ENFP', 'INTP', 'INTJ', 'INFP', 'INTP', 'INFJ', 'INTP', 'INTP', 'INTP', 'ENFP', 'ENTP', 'INTJ', 'INTP', 'INFP', 'INFP', 'INFP', 'INFP', 'INTJ', 'ENFP', 'INTP', 'ISTP', 'ENTP', 'INFJ', 'INTJ', 'ENTP', 'INTP', 'ENFP', 'ENTP', 'INTP', 'ENFP', 'ENTP', 'INFJ', 'INTP']"
INFP,"['INFP', 'ENFP', 'INFP', 'ISTP', 'ENFP', 'ENTP', 'INTP', 'ISTP', 'INFP', 'ENFP', 'INTP', 'INFP', 'ISTP', 'ENTP', 'ENTP', 'INTJ', 'ISTP', 'INFP', 'ENFP', 'ENFP', 'INTP', 'INFP', 'INTP', 'INFJ', 'INTJ', 'ENFP', 'ENTP', 'ENFP', 'INTP', 'ENFP', 'INFP', 'ISFP', 'ISTP', 'INTP', 'ENFP', 'INTP', 'ENFP', 'INFP', 'INTP', 'INTP', 'ENFP', 'ENFP', 'INFP', 'INFP', 'ENFP', 'INFJ']"
ENTP,"['INTP', 'INTP', 'ENTP', 'INFJ', 'INFJ', 'INFP', 'ENFP', 'INTP', 'INTP', 'ENFP', 'ENTP', 'ENTP', 'INTP', 'INTP', 'ENFP', 'INTP', 'ENTP', 'INTP', 'INTP', 'ENFP', 'INFP', 'INTP', 'ENFP', 'INFP', 'INFP', 'INTP', 'INTP', 'ENFP', 'ISFP', 'ISTP', 'ENFP', 'INTP', 'INTP', 'ENFP', 'INFJ', 'INTP', 'ENFP', 'INTP', 'INFP', 'INTP', 'INTP', 'INFP', 'INFJ', 'INFP', 'ENFP']"
INTJ,"['ISTP', 'INTJ', 'INTP', 'INTP', 'INTP', 'INFJ', 'INFJ', 'ENFP', 'INTJ', 'ENFP', 'INFP', 'INFP', 'ENTP', 'INTJ', 'ENTP', 'INFJ', 'INTP', 'INTP', 'INFP', 'INFP', 'INTJ', 'INTP', 'INFJ', 'INTP', 'INTP', 'INTP', 'INTJ', 'INTJ', 'INTJ', 'INTJ', 'INTJ', 'INFJ', 'ISTP', 'INFJ', 'INTP', 'INTP', 'INTP', 'INTP', 'INTP', 'INTP', 'ISTP', 'INFJ', 'INTP', 'INTJ', 'INFJ', 'INTP', 'INTP', 'INTJ', 'INTJ']"
INFP,"['ENFP', 'ENFP', 'INFP', 'ENFP', 'ENFP', 'ISTP', 'INFJ', 'INTP', 'INFP', 'INFP', 'INFJ', 'INTJ', 'INFJ', 'INFP', 'INFP', 'INFP', 'INTP', 'INTJ', 'ENTP', 'INTJ', 'ENFP', 'INFJ', 'INFJ', 'INFP', 'INTP', 'INTP', 'INTP', 'INFP', 'ENFP', 'INFP', 'INTP', 'ENFP', 'ENFP', 'INFP', 'INFP', 'INTP', 'INFP', 'INFP', 'INFJ', 'INFP', 'INFJ', 'ENFP', 'INFJ', 'ISTP', 'INFJ', 'INFJ', 'INFJ']"
INFJ,"['INFP', 'INFP', 'INFJ', 'INFJ', 'INFJ', 'INTJ', 'INFJ', 'INTJ', 'INTP', 'INFJ', 'INFJ', 'INTJ', 'ENFP', 'INFP', 'ENFP', 'INFP', 'INTJ', 'INFJ', 'ENFP', 'INFP', 'INFJ', 'INFJ', 'INFP', 'INTP', 'INFJ', 'ENTP', 'ENTJ', 'ENTP', 'INFJ', 'INFP', 'ENFP', 'INFJ', 'ENFP', 'ENFP', 'ENFP', 'INFJ', 'INFJ', 'INTP', 'INFJ', 'ENTP', 'INFJ', 'INFP', 'ENFP', 'INFJ', 'INTP', 'INTJ']"
ENTP,"['INFJ', 'INTJ', 'ENTP', 'ENFP', 'INFP', 'INFP', 'INTJ', 'ISTJ', 'INFJ', 'ENTP', 'INTJ', 'INFJ', 'INFJ', 'INTP', 'ESTP', 'INTJ', 'INTJ', 'INTP', 'INTP', 'INTJ', 'INTJ', 'ISTJ', 'ENFP', 'INTJ', 'ENFP', 'INTP', 'INTP', 'ISTJ', 'INTP', 'INTJ', 'ENTJ', 'ENFP', 'INFJ', 'INFJ', 'INFP', 'INTJ', 'ISTP', 'ENFP', 'INFJ', 'ENFP', 'INTJ', 'INFJ', 'INFJ', 'INFP', 'ENFP', 'ISFJ', 'INTP', 'INTJ', 'INFJ', 'INFJ']"
INTJ,"['INFJ', 'INTP', 'INFJ', 'INTJ', 'INFP', 'INFP', 'ENFP', 'INFJ', 'ENFP', 'INFP', 'ISTJ', 'INTP', 'INFP', 'INTJ', 'INFP', 'ISTJ', 'INFJ', 'ENFP', 'ISFJ', 'INTJ', 'INFP', 'INFP', 'INFP', 'ENFJ', 'INTP', 'ENTP', 'INTJ', 'INTP', 'INFJ', 'ISFJ', 'INTP', 'INFJ', 'INFP', 'INFP', 'INTP', 'INFP', 'ENFP', 'ENFP', 'ISTJ', 'ENFP', 'ENFP', 'ISTJ', 'INFJ', 'INFJ', 'ENFP', 'INTJ', 'INTP', 'ENFP', 'INFJ', 'ENFP']"
INTP,"['INTP', 'ISTP', 'INTP', 'INTJ', 'ISTP', 'ISTP', 'INTP', 'INTP', 'INTP', 'ENFP', 'ISTP', 'INFJ', 'INFP', 'INTP', 'ENTP', 'INTP', 'ENTP', 'INTP', 'INTJ', 'INFP', 'INFP', 'INFP', 'INTP', 'ENFP', 'ENFP', 'ENFP', 'INTP', 'INTP', 'INTJ', 'INTP', 'INFP', 'INTJ', 'INTP', 'INTP', 'INTP', 'INTP', 'INTP', 'ISTP', 'INTP', 'INTJ', 'INTP', 'INTP', 'ENTP', 'INTJ', 'INTP', 'INTP', 'INTP', 'ENTJ']"
ISFP,"['INFP', 'INFP', 'INFP', 'INFP', 'INFJ', 'ISTP', 'INFP', 'INFP', 'INTP', 'INFP', 'INFP', 'INFP', 'INTP', 'ENFP', 'INFP', 'ENTP', 'ENFP', 'INFJ', 'INFP', 'INFP', 'INFJ', 'ENFP', 'ENFP', 'INFP', 'INFP', 'INTP', 'ENFP', 'INFP', 'ENFP', 'ENFP', 'INFJ', 'INTP', 'INTJ', 'INFP', 'INFP', 'INFJ', 'INFP', 'ENFP', 'ENTP', 'INFP', 'ISTP', 'INFJ', 'INFP', 'ENFP', 'ISFP']"
ISFP,"['ISFP', 'ENFP', 'INFP', 'ENTP', 'INFP', 'ENFP', 'INFP', 'INFP', 'ENFP', 'INFP', 'INFP', 'ENFP', 'INFP', 'INFP', 'INTP', 'INFP', 'ENTP', 'INFP', 'ENFP', 'ISFP', 'ENFP', 'INFP', 'INFP', 'ENFP', 'INFP', 'INFP', 'INFP', 'ENFP', 'ENFP', 'ENFP', 'INFP', 'ENFP', 'ISTP', 'INTP', 'ISTP', 'ENFP', 'ENFP', 'ENFP', 'ISFJ', 'ENFP', 'ENFP', 'INFP', 'ISFP', 'INFP', 'INTP', 'INFP', 'INTP', 'ENFP']"
INTJ,"['INFP', 'INTP', 'INTP', 'INFP', 'INTP', 'INTP', 'INTP', 'ISTJ', 'ENFP', 'INTJ', 'INFJ', 'INTJ', 'INTP', 'INTJ', 'INTJ', 'INTP', 'ENFP', 'INTJ', 'ENFP', 'ENFP', 'INTJ', 'INTJ', 'INFP', 'INFP', 'ENFP', 'INTP', 'INFJ', 'INFJ', 'ENTJ', 'ENFP', 'INFJ', 'ENFP', 'INFP', 'ISTP', 'INFP', 'INFP', 'ENFP', 'INFJ', 'INFJ', 'INTJ', 'INFJ', 'ISTP', 'INTJ', 'INTJ', 'INTP', 'INFP', 'INTP', 'INFP']"
ENFP,"['INFP', 'ENFP', 'INFP', 'ISTP', 'INFP', 'INFP', 'ISFP', 'ENFP', 'ENFP', 'ENFP', 'ENFP', 'ENFP', 'INTP', 'ENFP', 'INTP', 'INFP', 'ENFP', 'INFJ', 'INFJ', 'ENFP', 'INFP', 'ENFP', 'INFP', 'INFP', 'INFP', 'INFP']"
INFJ,"['INFJ', 'INFP', 'INTP', 'INFJ', 'INFP', 'INFP', 'INTP', 'INFP', 'INTP', 'INFP', 'INFP', 'ENFP', 'ENTP', 'INFP', 'INFJ', 'INFP', 'INFP', 'INTJ', 'INFJ', 'INFP', 'INFP', 'INFP', 'INFP', 'INFP', 'INTP', 'INFP', 'INFP', 'ENFP', 'INFJ', 'INFP', 'INFP', 'INFP', 'INFP', 'INFP', 'INFP', 'INTP', 'INFP', 'INFP', 'INTP', 'INFJ', 'INFJ', 'INFP', 'ISTP', 'INFP', 'INFP', 'INFP', 'INFP', 'ENFP']"
INTP,"['INFP', 'ENFP', 'ENFP', 'ISFJ', 'ISTJ', 'INTP', 'INFP', 'INFJ', 'INTP', 'ISTP', 'INFJ', 'INFJ', 'INTP', 'ENTP', 'INFJ', 'INTP', 'ENTJ', 'INFJ', 'ENFP', 'ISFJ', 'INFP', 'INTJ', 'INTJ', 'INTP', 'ENFP', 'ISTP', 'ENFP', 'INTP', 'INTP', 'INTP', 'INTP', 'INFP', 'INFJ', 'ISTP', 'INTP', 'ENFP', 'INTP', 'INTP', 'INFP', 'INFP', 'ISTP', 'INFJ', 'INTP', 'ISTP', 'INTP', 'INFP', 'INTJ', 'INTP']"
INFP,"['INFP', 'INFJ', 'ENFP', 'INFP', 'INFP', 'INTP', 'INFP', 'INFJ', 'INFJ', 'INFJ', 'INFP', 'INTP', 'ENFP', 'INFJ', 'ISTP', 'ENFP', 'INTJ', 'ENFP', 'INFP', 'INTP', 'INFJ', 'INFP', 'ENFP', 'INTP', 'INFP', 'ENFP', 'INFP', 'INFJ', 'INTP', 'INTP', 'ENTP', 'ENFP', 'ENFP', 'INFJ', 'INFJ', 'INFJ', 'ENFP', 'ENFP', 'ENFP', 'INFJ', 'INFP', 'ENFP', 'ENFP', 'INTJ', 'INFP', 'ENFP', 'INFJ']"
